brand,cep_category,hits,N_b,coverage,ci_low,ci_high,languages
b005suhq86,en,4,21,0.19047619047619047,0.07667565052761793,0.40000564690204926,['en']
b005suhqt0,en,1,21,0.047619047619047616,0.008455987809826399,0.22669360074122563,['en']
b005suhqt0,en,1,21,0.047619047619047616,0.008455987809826399,0.22669360074122563,['en']
b005suhqt0,en,4,21,0.19047619047619047,0.07667565052761793,0.40000564690204926,['en']
b005suhr6c,en,1,21,0.047619047619047616,0.008455987809826399,0.22669360074122563,['en']
b005suhr6c,en,1,21,0.047619047619047616,0.008455987809826399,0.22669360074122563,['en']
b005suhr6c,en,4,21,0.19047619047619047,0.07667565052761793,0.40000564690204926,['en']
b007tnuula,en,5,29,0.1724137931034483,0.0759785725289123,0.34548439890195237,['en']
b007tnuula,en,3,29,0.10344827586206896,0.03581489135067707,0.26385081090773804,['en']
b007tnuula,en,2,29,0.06896551724137931,0.019121266169433354,0.21964580150275695,['en']
b009ux2yac,en,3,33,0.09090909090909091,0.03140394152458165,0.2357260564646973,['en']
b00ahboms8,en,5,22,0.22727272727272727,0.10123039985248516,0.4343995317522171,['en']
b00e8klwb4,en,1,21,0.047619047619047616,0.008455987809826399,0.22669360074122563,['en']
b00e8klwb4,en,2,21,0.09523809523809523,0.026518767438074548,0.28914139073918255,['en']
b00g5lq5mu,en,1,23,0.043478260869565216,0.007716666143453149,0.20991155070258877,['en']
b00i8q77y0,en,1,20,0.05,0.008881448800795402,0.23613119344674205,['en']
b00i8q77y0,en,1,20,0.05,0.008881448800795402,0.23613119344674205,['en']
b004llil4q,en,9,22,0.4090909090909091,0.2325581619647187,0.6126518152368488,['en']
b004llil4q,en,3,22,0.13636363636363635,0.04749003714055253,0.33334987166571717,['en']
b004llil6o,en,7,20,0.35,0.1811918241010821,0.5671457233147637,['en']
b004llil6o,en,3,20,0.15,0.052368745896216595,0.36041886474075696,['en']
b004llilbo,en,9,33,0.2727272727272727,0.1506744088542064,0.44217559002872625,['en']
b004llilbo,en,3,33,0.09090909090909091,0.03140394152458165,0.2357260564646973,['en']
b004llilbo,en,1,33,0.030303030303030304,0.00536941053687183,0.1531872538211892,['en']
b004llilby,en,9,33,0.2727272727272727,0.1506744088542064,0.44217559002872625,['en']
b004llilby,en,3,33,0.09090909090909091,0.03140394152458165,0.2357260564646973,['en']
b004llilby,en,1,33,0.030303030303030304,0.00536941053687183,0.1531872538211892,['en']
b009ux2yac,en,1,20,0.05,0.008881448800795402,0.23613119344674205,['en']
b009ux2yac,en,1,20,0.05,0.008881448800795402,0.23613119344674205,['en']
b00ahboms8,en,7,23,0.30434782608695654,0.15604024453214022,0.508657562687592,['en']
b00ahboms8,en,2,23,0.08695652173913043,0.024180004484220363,0.26795981075743663,['en']
b004llil4q,en,2,24,0.08333333333333333,0.023158815297043306,0.25848802193210685,['en']
b004llil4q,en,6,24,0.25,0.11999366228595004,0.44899444005154004,['en']
b004llil5u,en,2,21,0.09523809523809523,0.026518767438074548,0.28914139073918255,['en']
b004llil5u,en,5,21,0.23809523809523808,0.10628013022636465,0.4509117368295076,['en']
b004llil6o,en,2,22,0.09090909090909091,0.025295428990995267,0.27814946841605814,['en']
b004llil6o,en,6,22,0.2727272727272727,0.1315076028798947,0.4815173401240238,['en']
b004llilbo,en,3,28,0.10714285714285714,0.03711836682929999,0.27195851548672156,['en']
b004llilbo,en,7,28,0.25,0.12676494919293313,0.4335567031899896,['en']
b004llilby,en,3,28,0.10714285714285714,0.03711836682929999,0.27195851548672156,['en']
b004llilby,en,7,28,0.25,0.12676494919293313,0.4335567031899896,['en']
b007tnuula,en,3,23,0.13043478260869565,0.04537659093631238,0.32127482270095964,['en']
b007tnuula,en,1,23,0.043478260869565216,0.007716666143453149,0.20991155070258877,['en']
b007tnuula,en,1,23,0.043478260869565216,0.007716666143453149,0.20991155070258877,['en']
b00fapf5u0,en,1,22,0.045454545454545456,0.00806942762126385,0.21798045838657332,['en']
b00fapf5u0,en,1,22,0.045454545454545456,0.00806942762126385,0.21798045838657332,['en']
b004llil4q,en,4,21,0.19047619047619047,0.07667565052761793,0.40000564690204926,['en']
b004llil4q,en,2,21,0.09523809523809523,0.026518767438074548,0.28914139073918255,['en']
b004llilbo,en,1,23,0.043478260869565216,0.007716666143453149,0.20991155070258877,['en']
b004llilbo,en,5,23,0.21739130434782608,0.09663978026586204,0.4190348301626401,['en']
b004llilbo,en,2,23,0.08695652173913043,0.024180004484220363,0.26795981075743663,['en']
b004llilby,en,1,23,0.043478260869565216,0.007716666143453149,0.20991155070258877,['en']
b004llilby,en,5,23,0.21739130434782608,0.09663978026586204,0.4190348301626401,['en']
b004llilby,en,2,23,0.08695652173913043,0.024180004484220363,0.26795981075743663,['en']
b007j4t2g8,en,6,23,0.2608695652173913,0.12548616044986347,0.4647000483742537,['en']
b007j4t2g8,en,1,23,0.043478260869565216,0.007716666143453149,0.20991155070258877,['en']
b007tnuula,en,6,28,0.21428571428571427,0.10212460332897882,0.39538585653721864,['en']
b007tnuula,en,1,28,0.03571428571428571,0.0063325198490377654,0.17712197743353317,['en']
b007tnuula,en,2,28,0.07142857142857142,0.01981206411530574,0.22645362568399052,['en']
b00ahboms8,en,6,23,0.2608695652173913,0.12548616044986347,0.4647000483742537,['en']
b00ahboms8,en,2,23,0.08695652173913043,0.024180004484220363,0.26795981075743663,['en']
b00ahboms8,en,3,23,0.13043478260869565,0.04537659093631238,0.32127482270095964,['en']
b004llil4q,en,4,20,0.2,0.08065766257979806,0.41601743225189364,['en']
b004llil4q,en,4,20,0.2,0.08065766257979806,0.41601743225189364,['en']
b004llil4q,en,1,20,0.05,0.008881448800795402,0.23613119344674205,['en']
b004llilbo,en,7,21,0.3333333333333333,0.17194752605083477,0.5462654802574476,['en']
b004llilbo,en,4,21,0.19047619047619047,0.07667565052761793,0.40000564690204926,['en']
b004llilbo,en,1,21,0.047619047619047616,0.008455987809826399,0.22669360074122563,['en']
b004llilby,en,7,21,0.3333333333333333,0.17194752605083477,0.5462654802574476,['en']
b004llilby,en,4,21,0.19047619047619047,0.07667565052761793,0.40000564690204926,['en']
b004llilby,en,1,21,0.047619047619047616,0.008455987809826399,0.22669360074122563,['en']
030758836x,en,5,22,0.22727272727272727,0.10123039985248516,0.4343995317522171,['en']
030758836x,en,3,22,0.13636363636363635,0.04749003714055253,0.33334987166571717,['en']
0307588378,en,5,22,0.22727272727272727,0.10123039985248516,0.4343995317522171,['en']
0307588378,en,3,22,0.13636363636363635,0.04749003714055253,0.33334987166571717,['en']
b004llilbo,en,7,20,0.35,0.1811918241010821,0.5671457233147637,['en']
b004llilbo,en,1,20,0.05,0.008881448800795402,0.23613119344674205,['en']
b004llilbo,en,1,20,0.05,0.008881448800795402,0.23613119344674205,['en']
b004llilbo,en,4,20,0.2,0.08065766257979806,0.41601743225189364,['en']
b004llilby,en,7,20,0.35,0.1811918241010821,0.5671457233147637,['en']
b004llilby,en,1,20,0.05,0.008881448800795402,0.23613119344674205,['en']
b004llilby,en,1,20,0.05,0.008881448800795402,0.23613119344674205,['en']
b004llilby,en,4,20,0.2,0.08065766257979806,0.41601743225189364,['en']
b00ahboms8,en,4,26,0.15384615384615385,0.06150033723578355,0.3353119932821348,['en']
b00ahboms8,en,3,26,0.11538461538461539,0.04003244623610615,0.2897590321171364,['en']
b00ahboms8,en,1,26,0.038461538461538464,0.006821984993543487,0.18892778903034757,['en']
0316055433,en,2,20,0.1,0.027866481213768224,0.3010336452284873,['en']
0316055433,en,5,20,0.25,0.11186170140766566,0.46870087761874407,['en']
b0054jzc6e,en,1,20,0.05,0.008881448800795402,0.23613119344674205,['en']
b0054jzc6e,en,1,20,0.05,0.008881448800795402,0.23613119344674205,['en']
b0054jzc6e,en,1,20,0.05,0.008881448800795402,0.23613119344674205,['en']
b004knwwnq,en,3,20,0.15,0.052368745896216595,0.36041886474075696,['en']
b004knwwnq,en,9,20,0.45,0.2581978582556243,0.6579146575496577,['en']
b004knwwpy,en,3,20,0.15,0.052368745896216595,0.36041886474075696,['en']
b004knwwpy,en,9,20,0.45,0.2581978582556243,0.6579146575496577,['en']
b004knwwq8,en,3,20,0.15,0.052368745896216595,0.36041886474075696,['en']
b004knwwq8,en,9,20,0.45,0.2581978582556243,0.6579146575496577,['en']
b004knwwr2,en,3,20,0.15,0.052368745896216595,0.36041886474075696,['en']
b004knwwr2,en,9,20,0.45,0.2581978582556243,0.6579146575496577,['en']
b004knwwt0,en,3,20,0.15,0.052368745896216595,0.36041886474075696,['en']
b004knwwt0,en,9,20,0.45,0.2581978582556243,0.6579146575496577,['en']
b004knwwta,en,3,20,0.15,0.052368745896216595,0.36041886474075696,['en']
b004knwwta,en,9,20,0.45,0.2581978582556243,0.6579146575496577,['en']
b004knwwtk,en,3,20,0.15,0.052368745896216595,0.36041886474075696,['en']
b004knwwtk,en,9,20,0.45,0.2581978582556243,0.6579146575496577,['en']
b004knwwu4,en,3,20,0.15,0.052368745896216595,0.36041886474075696,['en']
b004knwwu4,en,9,20,0.45,0.2581978582556243,0.6579146575496577,['en']
b004knwwx6,en,3,20,0.15,0.052368745896216595,0.36041886474075696,['en']
b004knwwx6,en,9,20,0.45,0.2581978582556243,0.6579146575496577,['en']
b004knwwze,en,3,20,0.15,0.052368745896216595,0.36041886474075696,['en']
b004knwwze,en,9,20,0.45,0.2581978582556243,0.6579146575496577,['en']
b004knwwzy,en,3,20,0.15,0.052368745896216595,0.36041886474075696,['en']
b004knwwzy,en,9,20,0.45,0.2581978582556243,0.6579146575496577,['en']
b004knwx12,en,3,20,0.15,0.052368745896216595,0.36041886474075696,['en']
b004knwx12,en,9,20,0.45,0.2581978582556243,0.6579146575496577,['en']
b004knwx1c,en,3,20,0.15,0.052368745896216595,0.36041886474075696,['en']
b004knwx1c,en,9,20,0.45,0.2581978582556243,0.6579146575496577,['en']
b004llilbo,en,5,21,0.23809523809523808,0.10628013022636465,0.4509117368295076,['en']
b004llilbo,en,7,21,0.3333333333333333,0.17194752605083477,0.5462654802574476,['en']
b004llilbo,en,2,21,0.09523809523809523,0.026518767438074548,0.28914139073918255,['en']
b004llilby,en,5,21,0.23809523809523808,0.10628013022636465,0.4509117368295076,['en']
b004llilby,en,7,21,0.3333333333333333,0.17194752605083477,0.5462654802574476,['en']
b004llilby,en,2,21,0.09523809523809523,0.026518767438074548,0.28914139073918255,['en']
b006w9knxc,en,14,21,0.6666666666666666,0.4537345197425524,0.8280524739491653,['en']
b006w9knxc,en,1,21,0.047619047619047616,0.008455987809826399,0.22669360074122563,['en']
b00ahboms8,en,3,29,0.10344827586206896,0.03581489135067707,0.26385081090773804,['en']
b00ahboms8,en,4,29,0.13793103448275862,0.05497439964111964,0.30558993720352023,['en']
b00b7805qs,en,15,23,0.6521739130434783,0.44890335377263,0.8118872406120227,['en']
b00b7805qs,en,1,23,0.043478260869565216,0.007716666143453149,0.20991155070258877,['en']
b00djfimw6,en,3,21,0.14285714285714285,0.04981012499725268,0.34636060280620945,['en']
b00djfimw6,en,1,21,0.047619047619047616,0.008455987809826399,0.22669360074122563,['en']
0439023483,en,8,20,0.4,0.21880653237281708,0.6134184992377468,['en']
0439023483,en,2,20,0.1,0.027866481213768224,0.3010336452284873,['en']
0439023483,en,1,20,0.05,0.008881448800795402,0.23613119344674205,['en']
0439023521,en,8,20,0.4,0.21880653237281708,0.6134184992377468,['en']
0439023521,en,2,20,0.1,0.027866481213768224,0.3010336452284873,['en']
0439023521,en,1,20,0.05,0.008881448800795402,0.23613119344674205,['en']
b007tnuula,en,1,22,0.045454545454545456,0.00806942762126385,0.21798045838657332,['en']
b0090ygj4i,en,2,21,0.09523809523809523,0.026518767438074548,0.28914139073918255,['en']
b0090ygj4i,en,5,21,0.23809523809523808,0.10628013022636465,0.4509117368295076,['en']
b0090ygj4i,en,1,21,0.047619047619047616,0.008455987809826399,0.22669360074122563,['en']
b0090ygj4i,en,1,21,0.047619047619047616,0.008455987809826399,0.22669360074122563,['en']
b00fapf5u0,en,1,26,0.038461538461538464,0.006821984993543487,0.18892778903034757,['en']
b00fapf5u0,en,1,26,0.038461538461538464,0.006821984993543487,0.18892778903034757,['en']
